,data_name,n_sample,n_itr,type,MSE,Corr,MAE,R2
Torque1_n20_itr16_ONLY,Torque1,20,16,Using only source features,380.30072928729146,0.44901374722599013,14.332750992704552,0.08179305563101702
Torque1_n20_itr16_WITH,Torque1,20,16,With source features,237.17740428098713,0.6797425356309877,10.612055071399855,0.42735334726719487
Torque1_n20_itr16_RES,Torque1,20,16,Leraning the residuals,368.84218765109404,0.45906457512617815,14.031274444403662,0.10945882561892961
Torque1_n20_itr16_RATE,Torque1,20,16,Learning the rates,398.1409212505264,0.4487674528307747,14.823317498227004,0.03871928035791383
Torque1_n20_itr16_AffineTrans,Torque1,20,16,Proposed method,252.12631662115186,0.6509097565837878,11.07123118306237,0.39126034490239203
Torque1_n20_itr16_AffineTrans2,Torque1,20,16,Proposed method 2,248.52199304930414,0.6394468769779345,11.208340664317044,0.39996270773936493
Torque1_n20_itr16_AffineTrans3,Torque1,20,16,Proposed method 3,248.2370442689255,0.6559813163746807,10.949478915605388,0.40065069471594383
Torque1_n20_itr17_WOTL,Torque1,20,17,Without transfer,220.86128207959436,0.694657269176093,9.991384487371501,0.4667473729861784
Torque1_n20_itr17_ONLY,Torque1,20,17,Using only source features,393.25331789612227,0.40894763022311925,14.635742786050947,0.05052002381098453
Torque1_n20_itr17_WITH,Torque1,20,17,With source features,198.2970897501558,0.7456793333089692,9.180882256079691,0.5212268848445853
Torque1_n20_itr17_RES,Torque1,20,17,Leraning the residuals,216.07022777001444,0.7069955241440523,9.831621078698957,0.4783150061751802
Torque1_n20_itr17_RATE,Torque1,20,17,Learning the rates,219.7939560510305,0.7065661184889628,9.89628250582618,0.46932434982545435
Torque1_n20_itr17_AffineTrans,Torque1,20,17,Proposed method,249.69096926958758,0.6537802694625044,10.489134485920953,0.3971403043080646
Torque1_n20_itr17_AffineTrans2,Torque1,20,17,Proposed method 2,288.9188306048266,0.6150073487222171,11.547328690180946,0.3024276416259222
Torque1_n20_itr17_AffineTrans3,Torque1,20,17,Proposed method 3,223.74769429055806,0.6921181635229773,10.047721154653033,0.4597783520711116
Torque1_n20_itr18_WOTL,Torque1,20,18,Without transfer,223.73646320535772,0.7165832923441225,10.031112246248759,0.4598054686649795
Torque1_n20_itr18_ONLY,Torque1,20,18,Using only source features,359.99303363733526,0.3851698321903587,14.074893895077409,0.13082442931485572
Torque1_n20_itr18_WITH,Torque1,20,18,With source features,212.53700347731535,0.7397716841397577,9.401396875073042,0.48684570525548276
Torque1_n20_itr18_RES,Torque1,20,18,Leraning the residuals,209.20098519080142,0.7358885889705951,9.676497811923882,0.49490026555821875
Torque1_n20_itr18_RATE,Torque1,20,18,Learning the rates,230.71191321416305,0.6940275424458853,10.119668057929262,0.44296377958858213
Torque1_n20_itr18_AffineTrans,Torque1,20,18,Proposed method,219.49813859670755,0.7304030228961147,10.010796454544655,0.47003857838171814
Torque1_n20_itr18_AffineTrans2,Torque1,20,18,Proposed method 2,227.1940635276905,0.713525994900214,10.411928175343174,0.45145735786127905
Torque1_n20_itr18_AffineTrans3,Torque1,20,18,Proposed method 3,217.04670035519004,0.7307610185530837,9.862895095240566,0.4759573880071202
Torque1_n20_itr19_WOTL,Torque1,20,19,Without transfer,225.14054730001928,0.7318689855866027,11.371722932758907,0.4564154153021779
Torque1_n20_itr19_ONLY,Torque1,20,19,Using only source features,386.93868652871777,0.3768461657292223,14.84612938763891,0.06576621695804241
Torque1_n20_itr19_WITH,Torque1,20,19,With source features,203.3561718390284,0.7577840917920813,10.77988675222671,0.5090121191384005
Torque1_n20_itr19_RES,Torque1,20,19,Leraning the residuals,234.863363825558,0.7044657815377652,11.63472465380237,0.432940420475568
Torque1_n20_itr19_RATE,Torque1,20,19,Learning the rates,416.8658449938455,0.37777241945262957,15.340465459667046,-0.0064906119452554645
Torque1_n20_itr19_AffineTrans,Torque1,20,19,Proposed method,214.82747219511657,0.7391513526585993,11.19900364357153,0.48131554419981926
Torque1_n20_itr19_AffineTrans2,Torque1,20,19,Proposed method 2,213.6229845469672,0.740894651043247,11.07506158063797,0.48422368725021536
Torque1_n20_itr19_AffineTrans3,Torque1,20,19,Proposed method 3,217.35745425966246,0.7407901763405447,11.230227234327556,0.4752070965374954
Torque2_n20_itr0_WOTL,Torque2,20,0,Without transfer,103.37383044696041,0.7333247172382983,7.445414188325458,0.5343542136193883
Torque2_n20_itr0_ONLY,Torque2,20,0,Using only source features,121.18011956266666,0.72366538434843,8.296014238396733,0.45414606556147363
Torque2_n20_itr0_WITH,Torque2,20,0,With source features,79.75907030932181,0.8040189169193365,6.317445294000494,0.6407265276464107
Torque2_n20_itr0_RES,Torque2,20,0,Leraning the residuals,121.18041273253523,0.723665330943712,8.296065673686742,0.4541447449824315
Torque2_n20_itr0_RATE,Torque2,20,0,Learning the rates,120.58416549825763,0.7244566650905312,8.28481127920728,0.45683053123105954
Torque2_n20_itr0_AffineTrans,Torque2,20,0,Proposed method,95.59944476712425,0.7547058334390742,7.193101245071565,0.5693738111119171
Torque2_n20_itr0_AffineTrans2,Torque2,20,0,Proposed method 2,95.22441765216841,0.7562898514119301,7.212509986749834,0.5710631148273992
Torque2_n20_itr0_AffineTrans3,Torque2,20,0,Proposed method 3,98.40316997701379,0.7467870763308216,7.27901435459977,0.5567444751909267
Torque2_n20_itr1_WOTL,Torque2,20,1,Without transfer,94.19716826567941,0.7773959117225682,6.710897558722998,0.575690343462659
Torque2_n20_itr1_ONLY,Torque2,20,1,Using only source features,104.90855929932121,0.7356623278555812,7.119737895159936,0.5274410517461303
Torque2_n20_itr1_WITH,Torque2,20,1,With source features,83.14584589911193,0.8182716669639761,6.115366171899545,0.6254708504988793
Torque2_n20_itr1_RES,Torque2,20,1,Leraning the residuals,100.12534724085245,0.7509504527733067,6.894933950831224,0.548986954909056
Torque2_n20_itr1_RATE,Torque2,20,1,Learning the rates,97.93708373975285,0.7545856695307438,6.821196381966391,0.5588439532844846
Torque2_n20_itr1_AffineTrans,Torque2,20,1,Proposed method,97.17469323093667,0.7635817219939336,6.731964810252139,0.5622781292889132
Torque2_n20_itr1_AffineTrans2,Torque2,20,1,Proposed method 2,179.28949732890723,0.6228463816849915,9.20929451389791,0.19239329129494986
Torque2_n20_itr1_AffineTrans3,Torque2,20,1,Proposed method 3,96.1849437985882,0.7630090950496419,6.736243956405875,0.5667364399730872
Torque2_n20_itr2_WOTL,Torque2,20,2,Without transfer,86.03537467107992,0.7952238980510274,6.773721924890504,0.6124550137878386
Torque2_n20_itr2_ONLY,Torque2,20,2,Using only source features,124.9882764708259,0.7366648202377447,8.450457953305046,0.4369922829213847
Torque2_n20_itr2_WITH,Torque2,20,2,With source features,57.519734266545065,0.8731481554400651,5.472209660298334,0.7409032655639902
Torque2_n20_itr2_RES,Torque2,20,2,Leraning the residuals,124.69431373550171,0.7372354067790331,8.431151697344195,0.43831643341928916
Torque2_n20_itr2_RATE,Torque2,20,2,Learning the rates,116.70220138351002,0.736787218480822,8.074202022207704,0.4743167772673853
Torque2_n20_itr2_AffineTrans,Torque2,20,2,Proposed method,105.67222266263673,0.761464031005179,7.827098475880933,0.5240011421887152
Torque2_n20_itr2_AffineTrans2,Torque2,20,2,Proposed method 2,76.14209800910815,0.8261887358815424,6.378028970398997,0.6570191222399141
Torque2_n20_itr2_AffineTrans3,Torque2,20,2,Proposed method 3,71.75456343478966,0.8287510599189603,6.2699469321312264,0.6767827024255095
Torque2_n20_itr3_WOTL,Torque2,20,3,Without transfer,117.33722724265532,0.6970874490652943,8.031243460687786,0.47145631331557836
Torque2_n20_itr3_ONLY,Torque2,20,3,Using only source features,116.6457676664158,0.6894443066666712,7.450816507476225,0.4745709820546231
Torque2_n20_itr3_WITH,Torque2,20,3,With source features,98.56991100962989,0.7573928225242812,7.03123011890566,0.5559933928433081
Torque2_n20_itr3_RES,Torque2,20,3,Leraning the residuals,112.76928031704382,0.7014742010648879,7.324802787252296,0.49203255808782387
Torque2_n20_itr3_RATE,Torque2,20,3,Learning the rates,118.2540886440992,0.6896985656268074,7.686456262876291,0.46732632561529264
Torque2_n20_itr3_AffineTrans,Torque2,20,3,Proposed method,97.98582482591152,0.74944027613821,6.630562455830071,0.5586243998317851
Torque2_n20_itr3_AffineTrans2,Torque2,20,3,Proposed method 2,334.0284313800019,0.15550717733013747,13.544242543060165,-0.5046257929198814
Torque2_n20_itr3_AffineTrans3,Torque2,20,3,Proposed method 3,94.5943738656767,0.7668747963434819,6.590827146397612,0.5739011371116336
Torque2_n20_itr4_WOTL,Torque2,20,4,Without transfer,82.96602532158117,0.794370202390678,6.480016134237931,0.6262808494499648
Torque2_n20_itr4_ONLY,Torque2,20,4,Using only source features,70.15751441363034,0.8306478996330401,6.004019192902889,0.6839765845147263
Torque2_n20_itr4_WITH,Torque2,20,4,With source features,64.94678816506361,0.8445238091942012,5.5612335319548185,0.707448218594039
Torque2_n20_itr4_RES,Torque2,20,4,Leraning the residuals,62.117730780808934,0.8503720863242344,5.523510707648275,0.7201916628943161
Torque2_n20_itr4_RATE,Torque2,20,4,Learning the rates,62.15995802391582,0.8516622616556286,5.500814273511075,0.7200014509447523
Torque2_n20_itr4_AffineTrans,Torque2,20,4,Proposed method,80.86819380990379,0.8014016941313483,6.377597274826015,0.6357304983574825
Torque2_n20_itr4_AffineTrans2,Torque2,20,4,Proposed method 2,81.88098721466416,0.7985214349875577,6.427883395584106,0.6311683864635762
Torque2_n20_itr4_AffineTrans3,Torque2,20,4,Proposed method 3,84.0330327181821,0.7908313478976472,6.536057090284172,0.6214745314861636
Torque2_n20_itr5_WOTL,Torque2,20,5,Without transfer,120.50305578080409,0.7185227151734207,7.59188216273451,0.4571958886721398
Torque2_n20_itr5_ONLY,Torque2,20,5,Using only source features,559.7222982634846,0.10399203815978461,15.57718156320641,-1.5212602512914546
Torque2_n20_itr5_WITH,Torque2,20,5,With source features,115.42801329243095,0.7445290582739056,7.022095334229659,0.4800563373968878
Torque2_n20_itr5_RES,Torque2,20,5,Leraning the residuals,559.7225250081044,0.10398847483702353,15.577211762271567,-1.5212612726590127
Torque2_n20_itr5_RATE,Torque2,20,5,Learning the rates,559.9217750611814,0.10398568032824082,15.582447243553887,-1.522158791375793
Torque2_n20_itr5_AffineTrans,Torque2,20,5,Proposed method,212.49142765182293,0.47132481477017557,10.725445255545539,0.04283572060494023
Torque2_n20_itr5_AffineTrans2,Torque2,20,5,Proposed method 2,122.87310064941275,0.7005883406187701,7.746838459203703,0.44652005899814073
Torque2_n20_itr5_AffineTrans3,Torque2,20,5,Proposed method 3,277.7198458520222,0.3696183291233303,11.808603035738026,-0.2509846588457305
Torque2_n20_itr6_WOTL,Torque2,20,6,Without transfer,120.63341808500489,0.6762632465365314,7.940751362999599,0.4566086737320384
Torque2_n20_itr6_ONLY,Torque2,20,6,Using only source features,184.88687539251143,0.4893548938996122,10.715850881368937,0.1671799902222586
Torque2_n20_itr6_WITH,Torque2,20,6,With source features,104.77429050705182,0.7290841250170859,7.158511578566483,0.5280458634000309
Torque2_n20_itr6_RES,Torque2,20,6,Leraning the residuals,184.39617519299168,0.4911078650472894,10.699636910012279,0.1693903415200151
Torque2_n20_itr6_RATE,Torque2,20,6,Learning the rates,186.02362625916052,0.4893423275235835,10.74954122293276,0.1620595138992762
Torque2_n20_itr6_AffineTrans,Torque2,20,6,Proposed method,123.20811218950509,0.6683942413711202,8.201699546756759,0.44501100480755507
Torque2_n20_itr6_AffineTrans2,Torque2,20,6,Proposed method 2,116.54104234387452,0.6902935508811574,7.955350128509846,0.4750427156157946
Torque2_n20_itr6_AffineTrans3,Torque2,20,6,Proposed method 3,116.68667654728888,0.688895126594687,7.749774608744324,0.4743867086469169
Torque2_n20_itr7_WOTL,Torque2,20,7,Without transfer,128.68403338518837,0.708819109842488,7.759557215925327,0.42034480427791054
Torque2_n20_itr7_ONLY,Torque2,20,7,Using only source features,121.02262261032469,0.6865186021175039,7.4443947446569405,0.4548555080955148
Torque2_n20_itr7_WITH,Torque2,20,7,With source features,119.68768541291628,0.7365703018829982,7.350911406830082,0.46086871161489973
Torque2_n20_itr7_RES,Torque2,20,7,Leraning the residuals,119.16111418098642,0.6951511822689509,7.35584076266887,0.4632406434115375
Torque2_n20_itr7_RATE,Torque2,20,7,Learning the rates,122.69545809007849,0.6856075346295653,7.607992661580616,0.44732024710066354
Torque2_n20_itr7_AffineTrans,Torque2,20,7,Proposed method,149.87043137502127,0.5941897955863917,8.750411030773632,0.32491100918786475
Torque2_n20_itr7_AffineTrans2,Torque2,20,7,Proposed method 2,141.28313031430937,0.6147798598424855,8.300255323785267,0.36359237117293597
Torque2_n20_itr7_AffineTrans3,Torque2,20,7,Proposed method 3,127.10866078513259,0.6611688576866072,7.623031287946171,0.42744104527066185
Torque2_n20_itr8_WOTL,Torque2,20,8,Without transfer,90.71005880133795,0.7994668643927021,6.800951524627166,0.5913979729632577
Torque2_n20_itr8_ONLY,Torque2,20,8,Using only source features,137.6256081975315,0.6560405559019334,7.917980810063192,0.3800676217746378
Torque2_n20_itr8_WITH,Torque2,20,8,With source features,89.16451249003077,0.8080536646756077,6.321352180346628,0.5983598619094697
Torque2_n20_itr8_RES,Torque2,20,8,Leraning the residuals,137.3524908610115,0.657016696016477,7.905546745347907,0.38129787450289765
Torque2_n20_itr8_RATE,Torque2,20,8,Learning the rates,110.51661990698092,0.7333532222030503,6.607191112023802,0.5021796313224798
Torque2_n20_itr8_AffineTrans,Torque2,20,8,Proposed method,99.0465054989008,0.7696399778386546,6.694287982181113,0.5538465804945572
Torque2_n20_itr8_AffineTrans2,Torque2,20,8,Proposed method 2,171.8675811236195,0.5235846881678204,10.042005535022966,0.22582519560689696
Torque2_n20_itr8_AffineTrans3,Torque2,20,8,Proposed method 3,100.6287062870637,0.7643977510251784,6.776420112174451,0.5467195820363338
Torque2_n20_itr9_WOTL,Torque2,20,9,Without transfer,100.38880671534722,0.7603485724152022,6.918859269163596,0.5478002058677357
Torque2_n20_itr9_ONLY,Torque2,20,9,Using only source features,137.68181244546042,0.6370796622863781,9.030742040456671,0.37981445062763064
Torque2_n20_itr9_WITH,Torque2,20,9,With source features,90.47715014750925,0.8009841032104348,6.567483168217072,0.5924471063154609
Torque2_n20_itr9_RES,Torque2,20,9,Leraning the residuals,137.64776709999805,0.6371655556116466,9.029469339027976,0.3799678073484939
Torque2_n20_itr9_RATE,Torque2,20,9,Learning the rates,137.18949719959556,0.6372534141217492,9.0145536045917,0.3820320768761377
Torque2_n20_itr9_AffineTrans,Torque2,20,9,Proposed method,124.75821007863078,0.6995419863595034,7.828635562418505,0.4380286133509552
Torque2_n20_itr9_AffineTrans2,Torque2,20,9,Proposed method 2,131.87760883714344,0.682906592557272,7.979779746649203,0.4059593940995151
Torque2_n20_itr9_AffineTrans3,Torque2,20,9,Proposed method 3,99.80666613648884,0.7631929367161109,6.894847876891033,0.5504224489098531
Torque2_n20_itr10_WOTL,Torque2,20,10,Without transfer,103.19431308174268,0.7739800461340325,6.99010077505844,0.5351628467553993
Torque2_n20_itr10_ONLY,Torque2,20,10,Using only source features,146.60966558118105,0.6192688977359749,8.565129869176703,0.33959907719995974
Torque2_n20_itr10_WITH,Torque2,20,10,With source features,102.92816414693196,0.7716121594883029,6.7318909413645125,0.5363617104282307
Torque2_n20_itr10_RES,Torque2,20,10,Leraning the residuals,139.07756738059447,0.6591274649407561,8.062571237336591,0.37352729456932254
Torque2_n20_itr10_RATE,Torque2,20,10,Learning the rates,133.72746173201426,0.6721089401852269,7.8789145603723085,0.39762676095439287
Torque2_n20_itr10_AffineTrans,Torque2,20,10,Proposed method,178.1863290684956,0.6187527386606549,9.103264914143415,0.19736249529859828
Torque2_n20_itr10_AffineTrans2,Torque2,20,10,Proposed method 2,181.69429652664851,0.6141340663293524,9.202271554064565,0.18156091129434382
Torque2_n20_itr10_AffineTrans3,Torque2,20,10,Proposed method 3,123.65231277849281,0.7133885135645657,7.5302761165529635,0.4430101102709436
Torque2_n20_itr11_WOTL,Torque2,20,11,Without transfer,91.62112208735189,0.8151646406531555,6.992782625370837,0.5872941027823405
Torque2_n20_itr11_ONLY,Torque2,20,11,Using only source features,121.73764454957309,0.6876432151961152,7.872218537454341,0.45163470306448183
Torque2_n20_itr11_WITH,Torque2,20,11,With source features,81.45159469695022,0.8396744150384812,6.438458926766025,0.6331025782770394
Torque2_n20_itr11_RES,Torque2,20,11,Leraning the residuals,121.7324146950289,0.6876563815181282,7.871646655001959,0.4516582608616667
Torque2_n20_itr11_RATE,Torque2,20,11,Learning the rates,121.61685099424699,0.6876888812184,7.868672786829876,0.4521788157264228
Torque2_n20_itr11_AffineTrans,Torque2,20,11,Proposed method,75.98862335864912,0.8366248202421631,6.058297745039594,0.6577104463786587
Torque2_n20_itr11_AffineTrans2,Torque2,20,11,Proposed method 2,93.17663012495694,0.8192225164806975,7.043360092766583,0.5802873413973727
Torque2_n20_itr11_AffineTrans3,Torque2,20,11,Proposed method 3,120.38840640955345,0.6910970796124114,7.823651592808941,0.45771232495396486
Torque2_n20_itr12_WOTL,Torque2,20,12,Without transfer,108.91731634597039,0.7263163436456723,7.54407087106476,0.5093836689508442
Torque2_n20_itr12_ONLY,Torque2,20,12,Using only source features,127.19282529026174,0.684067982348502,7.993301095810092,0.42706192758674955
Torque2_n20_itr12_WITH,Torque2,20,12,With source features,91.7811837858282,0.7708828494798716,6.471869610317194,0.5865731073898494
Torque2_n20_itr12_RES,Torque2,20,12,Leraning the residuals,126.58301168297821,0.6853755166125194,7.963648380166758,0.4298088233482916
Torque2_n20_itr12_RATE,Torque2,20,12,Learning the rates,117.888699188301,0.6956092497800264,7.477906250107588,0.46897221664733324
Torque2_n20_itr12_AffineTrans,Torque2,20,12,Proposed method,97.96605387778524,0.7575821997578476,7.044299916177948,0.5587134577553229
Torque2_n20_itr12_AffineTrans2,Torque2,20,12,Proposed method 2,107.3287660918363,0.7334813352092665,7.515661978842648,0.5165392684782402
Torque2_n20_itr12_AffineTrans3,Torque2,20,12,Proposed method 3,99.97416880726468,0.7497242602551476,7.0952825333495095,0.5496679357751746
Torque2_n20_itr13_WOTL,Torque2,20,13,Without transfer,131.92446457661913,0.7234949563955686,8.642016928903182,0.40574833316116854
Torque2_n20_itr13_ONLY,Torque2,20,13,Using only source features,133.92749461246115,0.6581052494858355,7.850104031301931,0.39672571600409035
Torque2_n20_itr13_WITH,Torque2,20,13,With source features,92.84454598459958,0.8144054530233076,6.853711414156159,0.5817832091620927
Torque2_n20_itr13_RES,Torque2,20,13,Leraning the residuals,133.92749461268915,0.6581052494868163,7.850104031305956,0.3967257160030634
Torque2_n20_itr13_RATE,Torque2,20,13,Learning the rates,133.9274946124093,0.6581052494875289,7.850104031293767,0.3967257160043238
Torque2_n20_itr13_AffineTrans,Torque2,20,13,Proposed method,108.60854684086765,0.726314473623714,7.331875135703113,0.510774516309332
Torque2_n20_itr13_AffineTrans2,Torque2,20,13,Proposed method 2,126.47751773280552,0.665221980507852,8.319107257366786,0.43028401918048786
Torque2_n20_itr13_AffineTrans3,Torque2,20,13,Proposed method 3,111.53764260075164,0.7173672161196674,7.4282321119288826,0.49758045072621404
Torque2_n20_itr14_WOTL,Torque2,20,14,Without transfer,125.18048872578136,0.6651893683950629,8.120247089622307,0.43612646585507553
Torque2_n20_itr14_ONLY,Torque2,20,14,Using only source features,117.79624519902289,0.7009642906643796,7.7126993386450104,0.46938867418165586
Torque2_n20_itr14_WITH,Torque2,20,14,With source features,113.50066399360998,0.7072372708520723,7.435865087616774,0.48873805186948915
Torque2_n20_itr14_RES,Torque2,20,14,Leraning the residuals,117.69138899972744,0.7013312586646081,7.707341646089591,0.46986099727509933
Torque2_n20_itr14_RATE,Torque2,20,14,Learning the rates,119.68503271404316,0.7014060027949883,7.749219559826446,0.46088066065507227
Torque2_n20_itr14_AffineTrans,Torque2,20,14,Proposed method,133.8720042636164,0.6351892216589528,8.217523427160545,0.3969756714039495
Torque2_n20_itr14_AffineTrans2,Torque2,20,14,Proposed method 2,146.11989805896158,0.5945294097957834,8.661259270336265,0.34180522726754947
Torque2_n20_itr14_AffineTrans3,Torque2,20,14,Proposed method 3,103.52254593778994,0.7537459272513648,6.992095418023175,0.5336843270400202
Torque2_n20_itr15_WOTL,Torque2,20,15,Without transfer,107.86354644419148,0.750379522525278,7.732765445129362,0.5141303588283157
Torque2_n20_itr15_ONLY,Torque2,20,15,Using only source features,194.6300261536927,0.5982902576434176,9.97375550945418,0.12329212151894187
Torque2_n20_itr15_WITH,Torque2,20,15,With source features,95.65905786716512,0.7746901016349556,7.275562149999788,0.5691052848444169
Torque2_n20_itr15_RES,Torque2,20,15,Leraning the residuals,194.6318517755191,0.5982788309317021,9.973801402764432,0.12328389803426199
Torque2_n20_itr15_RATE,Torque2,20,15,Learning the rates,186.8839399667869,0.5987324703221015,9.810864676417959,0.15818424439257783
Torque2_n20_itr15_AffineTrans,Torque2,20,15,Proposed method,87.13394155280574,0.7852888595616555,6.958888835589972,0.6075065366217983
Torque2_n20_itr15_AffineTrans2,Torque2,20,15,Proposed method 2,129.87061725457073,0.6672569918481466,8.577269009451355,0.4149998559812661
Torque2_n20_itr15_AffineTrans3,Torque2,20,15,Proposed method 3,95.75995238265072,0.7729201017382995,7.241344676586317,0.5686508070931171
Torque2_n20_itr16_WOTL,Torque2,20,16,Without transfer,125.50197821175877,0.6943295015011284,7.729258505651409,0.4346783215436595
Torque2_n20_itr16_ONLY,Torque2,20,16,Using only source features,149.05707549694458,0.6122350836454609,8.403549610745259,0.3285747578930909
Torque2_n20_itr16_WITH,Torque2,20,16,With source features,120.85094423987617,0.7135993273325324,7.425595633257135,0.45562883060341053
Torque2_n20_itr16_RES,Torque2,20,16,Leraning the residuals,130.66442427579324,0.6734129650132494,7.605257814345364,0.41142416479295074
Torque2_n20_itr16_RATE,Torque2,20,16,Learning the rates,150.10677724925878,0.6127120598047363,8.424868845566142,0.32384639293062356
Torque2_n20_itr16_AffineTrans,Torque2,20,16,Proposed method,140.75865873816767,0.6466036245685073,7.7994517581662945,0.3659548451032416
Torque2_n20_itr16_AffineTrans2,Torque2,20,16,Proposed method 2,136.8750939298236,0.641638803400361,8.209316757371296,0.38344830143858843
Torque2_n20_itr16_AffineTrans3,Torque2,20,16,Proposed method 3,125.41133297216778,0.7068905813547707,7.342604084018737,0.43508663159358707
Torque2_n20_itr17_WOTL,Torque2,20,17,Without transfer,98.79157212580817,0.7615552711831817,7.137394450604649,0.5549949238467877
Torque2_n20_itr17_ONLY,Torque2,20,17,Using only source features,104.0019608129073,0.7512601976644446,7.231348883826417,0.5315248103077741
Torque2_n20_itr17_WITH,Torque2,20,17,With source features,89.80973348585128,0.7821393565370619,6.719604852993652,0.595453474125549
Torque2_n20_itr17_RES,Torque2,20,17,Leraning the residuals,83.39941863784675,0.7991911869168018,6.300959781335214,0.6243286361026212
Torque2_n20_itr17_RATE,Torque2,20,17,Learning the rates,82.1779531596423,0.8035141265332676,6.285698635737306,0.6298307080552235
Torque2_n20_itr17_AffineTrans,Torque2,20,17,Proposed method,90.8385583819064,0.7773733945840937,6.79850491074103,0.5908191486323351
Torque2_n20_itr17_AffineTrans2,Torque2,20,17,Proposed method 2,135.4325219324618,0.6596820985491698,8.504370311802425,0.3899463442141904
Torque2_n20_itr17_AffineTrans3,Torque2,20,17,Proposed method 3,89.79584613782292,0.7812981415800906,6.747053155706916,0.5955160294653816
Torque2_n20_itr18_WOTL,Torque2,20,18,Without transfer,102.79288402442012,0.7780166674172615,7.0500944141968205,0.5369710776032335
Torque2_n20_itr18_ONLY,Torque2,20,18,Using only source features,149.59842987801287,0.6781990240557603,8.638645164753555,0.3261362356346701
Torque2_n20_itr18_WITH,Torque2,20,18,With source features,119.40321336037033,0.7685817557295437,7.512662221954321,0.46215011148214213
Torque2_n20_itr18_RES,Torque2,20,18,Leraning the residuals,148.45543366901214,0.688386236903092,8.540738760222581,0.33128484400362546
Torque2_n20_itr18_RATE,Torque2,20,18,Learning the rates,138.13159327553345,0.7000957380786687,8.184918869073515,0.37778841998319457
Torque2_n20_itr18_AffineTrans,Torque2,20,18,Proposed method,195.10555472227412,0.6123392098375293,9.796331884671462,0.12115011059309977
Torque2_n20_itr18_AffineTrans2,Torque2,20,18,Proposed method 2,196.54929160398217,0.6121565793676849,9.810222090524874,0.11464682061436027
Torque2_n20_itr18_AffineTrans3,Torque2,20,18,Proposed method 3,115.88532229879532,0.7666876547874781,7.432517469677118,0.47799639620126055
Torque2_n20_itr19_WOTL,Torque2,20,19,Without transfer,148.78383323678204,0.6357594395465045,9.330838090255206,0.32980557333792515
Torque2_n20_itr19_ONLY,Torque2,20,19,Using only source features,96.79126219433445,0.7515101432047004,6.912470830819344,0.5640052883367052
Torque2_n20_itr19_WITH,Torque2,20,19,With source features,211.1070936366596,0.4165577927985683,10.20195383179994,0.0490714313096422
Torque2_n20_itr19_RES,Torque2,20,19,Leraning the residuals,96.77262633432468,0.7515635320354803,6.911753507844715,0.5640892332737516
Torque2_n20_itr19_RATE,Torque2,20,19,Learning the rates,97.13789632413614,0.7514751362116746,6.939658216136819,0.5624438803743612
Torque2_n20_itr19_AffineTrans,Torque2,20,19,Proposed method,83.10682370640505,0.800716629430099,6.371685333521255,0.6256466253495425
Torque2_n20_itr19_AffineTrans2,Torque2,20,19,Proposed method 2,131.0056111137655,0.6508278994489445,8.897185154172872,0.4098872940706083
Torque2_n20_itr19_AffineTrans3,Torque2,20,19,Proposed method 3,88.00527354203446,0.8030118308794242,6.561060041857056,0.6035816354396644
Torque3_n20_itr0_WOTL,Torque3,20,0,Without transfer,36.5033747187608,0.803275687093836,4.41014989316842,0.6310833418437269
Torque3_n20_itr0_ONLY,Torque3,20,0,Using only source features,33.12852165469913,0.8161548344636183,3.580595693403872,0.6651908599500516
Torque3_n20_itr0_WITH,Torque3,20,0,With source features,27.189606690992633,0.866017266414395,3.506873173458344,0.7252117396184414
Torque3_n20_itr0_RES,Torque3,20,0,Leraning the residuals,33.12552708424863,0.8161731722386055,3.5803923429752302,0.6652211241908711
Torque3_n20_itr0_RATE,Torque3,20,0,Learning the rates,33.38341340872569,0.8162399521153446,3.573177850363672,0.662614829245725
Torque3_n20_itr0_AffineTrans,Torque3,20,0,Proposed method,25.60873864765229,0.8663247442362839,3.273595505667952,0.7411885790210577
Torque3_n20_itr0_AffineTrans2,Torque3,20,0,Proposed method 2,32.96228945422873,0.8228722496940959,3.642222473908758,0.6668708642879515
Torque3_n20_itr0_AffineTrans3,Torque3,20,0,Proposed method 3,25.00809612642275,0.8693310792483441,3.255751344936079,0.7472588953516921
Torque3_n20_itr1_WOTL,Torque3,20,1,Without transfer,48.83982539741381,0.7350417480535714,4.978861034957407,0.5064065909147417
Torque3_n20_itr1_ONLY,Torque3,20,1,Using only source features,25.984591817667518,0.8746417582666363,3.4144308541022688,0.7373900673352821
Torque3_n20_itr1_WITH,Torque3,20,1,With source features,38.160328895330835,0.8584792962647015,4.380924698195912,0.6143375477288575
Torque3_n20_itr1_RES,Torque3,20,1,Leraning the residuals,25.971280599953413,0.8746915843043074,3.4130717464669638,0.7375245954437902
Torque3_n20_itr1_RATE,Torque3,20,1,Learning the rates,26.34592450468771,0.8747501947494426,3.478607395633594,0.7337383050419288
Torque3_n20_itr1_AffineTrans,Torque3,20,1,Proposed method,26.084642224254573,0.8816644203940446,3.4813427884597066,0.7363789207788431
Torque3_n20_itr1_AffineTrans2,Torque3,20,1,Proposed method 2,46.410665648252426,0.7872184369986993,4.517467809115789,0.5309565812565324
Torque3_n20_itr1_AffineTrans3,Torque3,20,1,Proposed method 3,26.136154499921254,0.8811326667635055,3.484952608286979,0.7358583185950893
