,data_name,n_sample,n_itr,type,MSE,Corr,MAE,R2
Torque7_n5_itr16_WOTL,Torque7,5,16,Without transfer,8.045094943595409,0.21027372597092275,2.0796618891564433,-0.1957940133151228
Torque7_n5_itr16_ONLY,Torque7,5,16,Using only source features,7.9627791655357,0.47466306820275306,2.0228856742932257,-0.1835588917540607
Torque7_n5_itr16_WITH,Torque7,5,16,With source features,8.230136097311435,0.21954028820964475,2.075800814593188,-0.2232978657098914
Torque7_n5_itr16_RES,Torque7,5,16,Leraning the residuals,7.944981262677011,0.47145670192380745,2.017381920779103,-0.18091347540568958
Torque7_n5_itr16_RATE,Torque7,5,16,Learning the rates,8.418725848145202,0.45764548349881784,2.0939603882609923,-0.251329168833186
Torque7_n5_itr16_AffineTrans,Torque7,5,16,Proposed method,7.860093888083916,0.2313621418603314,2.055321813164097,-0.1682961209734375
Torque7_n5_itr16_AffineTrans2,Torque7,5,16,Proposed method 2,7.873411190049375,0.22682620169493234,2.058575162173496,-0.1702755568999812
Torque7_n5_itr16_AffineTrans3,Torque7,5,16,Proposed method 3,7.9235992924775855,0.22118611062440488,2.0653425609437908,-0.17773533616226023
Torque7_n5_itr17_WOTL,Torque7,5,17,Without transfer,4.117400532445655,0.709601496220492,1.5370742861801223,0.38800437513312447
Torque7_n5_itr17_ONLY,Torque7,5,17,Using only source features,4.787441505019038,0.5946162907053778,1.71776720473501,0.2884118918502586
Torque7_n5_itr17_WITH,Torque7,5,17,With source features,3.7300469694857266,0.7556215618631096,1.4674348119902634,0.4455792173035712
Torque7_n5_itr17_RES,Torque7,5,17,Leraning the residuals,4.787441505018934,0.5946162907053777,1.7177672047349972,0.28841189185027416
Torque7_n5_itr17_RATE,Torque7,5,17,Learning the rates,4.787441505018813,0.594616290705378,1.717767204734981,0.28841189185029215
Torque7_n5_itr17_AffineTrans,Torque7,5,17,Proposed method,5.09833935154236,0.5566820757051573,1.7159116235490874,0.2422011527313731
Torque7_n5_itr17_AffineTrans2,Torque7,5,17,Proposed method 2,5.950208120329256,0.5973190416780787,1.7815452524593514,0.11558243897008491
Torque7_n5_itr17_AffineTrans3,Torque7,5,17,Proposed method 3,4.4971423461682045,0.5979212779152286,1.6623804410352159,0.3315609160268589
Torque7_n5_itr18_WOTL,Torque7,5,18,Without transfer,7.005576361067503,0.5640498192318081,2.0087296561724286,-0.04128370530362213
Torque7_n5_itr18_ONLY,Torque7,5,18,Using only source features,5.211759709598574,0.5942206981279032,1.5714409440476373,0.22534275813161153
Torque7_n5_itr18_WITH,Torque7,5,18,With source features,5.26281112050451,0.6097162993088863,1.6587541787027713,0.21775465979832753
Torque7_n5_itr18_RES,Torque7,5,18,Leraning the residuals,5.211759709598565,0.594220698127904,1.5714409440476358,0.22534275813161286
Torque7_n5_itr18_RATE,Torque7,5,18,Learning the rates,5.2117597095985655,0.5942206981279033,1.5714409440476362,0.22534275813161275
Torque7_n5_itr18_AffineTrans,Torque7,5,18,Proposed method,4.545241144715095,0.6663724113309746,1.4919606919133752,0.32441168338842874
Torque7_n5_itr18_AffineTrans2,Torque7,5,18,Proposed method 2,5.890355195062566,0.46406466544541813,1.788541976612301,0.12447876278168679
Torque7_n5_itr18_AffineTrans3,Torque7,5,18,Proposed method 3,4.890024298798418,0.6296390469088663,1.5333346416659057,0.27316435387456617
Torque7_n5_itr19_WOTL,Torque7,5,19,Without transfer,6.812435173067083,0.6037730925848365,2.0091712821839143,-0.012575892909271857
Torque7_n5_itr19_ONLY,Torque7,5,19,Using only source features,3.646984516801915,0.8206346947098868,1.4140221526506855,0.4579253218986008
Torque7_n5_itr19_WITH,Torque7,5,19,With source features,3.925355626752277,0.7506913924886301,1.4277702909811147,0.4165492400633546
Torque7_n5_itr19_RES,Torque7,5,19,Leraning the residuals,3.6469845168019286,0.8206346947098868,1.4140221526506893,0.4579253218985988
Torque7_n5_itr19_RATE,Torque7,5,19,Learning the rates,4.324535935878114,0.8131797171688756,1.560812137243063,0.35721651282612576
Torque7_n5_itr19_AffineTrans,Torque7,5,19,Proposed method,3.7111705144696208,0.8184188931372915,1.4226347120906333,0.4483849457703112
Torque7_n5_itr19_AffineTrans2,Torque7,5,19,Proposed method 2,5.598478435632592,0.49085957735903213,1.7405722288171446,0.16786227584140945
Torque7_n5_itr19_AffineTrans3,Torque7,5,19,Proposed method 3,4.1483181001332,0.8011122659118157,1.4835353898020203,0.3834088989322546
Torque1_n10_itr0_WOTL,Torque1,10,0,Without transfer,345.0824246706136,0.516547038372486,14.022964755784889,0.16682495112209006
Torque1_n10_itr0_ONLY,Torque1,10,0,Using only source features,383.30639548471146,0.27924523747016755,14.35127448316758,0.07453610511162612
Torque1_n10_itr0_WITH,Torque1,10,0,With source features,347.80238490721945,0.45318953303837245,13.95908547595133,0.16025781573336906
Torque1_n10_itr0_RES,Torque1,10,0,Leraning the residuals,376.30869237347355,0.40327191176714383,14.568670000004296,0.09143152259718446
Torque1_n10_itr0_RATE,Torque1,10,0,Learning the rates,406.0860982084997,0.27873972730419017,15.081861999255356,0.01953625993425223
Torque1_n10_itr0_AffineTrans,Torque1,10,0,Proposed method,323.1122356965367,0.500746481581841,13.417330926310752,0.21987028743501846
Torque1_n10_itr0_AffineTrans2,Torque1,10,0,Proposed method 2,321.0444981157429,0.5115099871624057,13.395366443542558,0.22486268124234998
Torque1_n10_itr0_AffineTrans3,Torque1,10,0,Proposed method 3,319.34272198609807,0.5150200164166776,13.36775107050132,0.22897148919265198
Torque1_n10_itr1_WOTL,Torque1,10,1,Without transfer,359.0901201480502,0.49222164155280235,13.47831330612129,0.1330044446873735
Torque1_n10_itr1_ONLY,Torque1,10,1,Using only source features,458.0108612385071,0.18612639422630112,15.926386877579652,-0.1058320981233769
Torque1_n10_itr1_WITH,Torque1,10,1,With source features,353.27815615552527,0.5411494558236473,13.335467692478353,0.1470369860089743
Torque1_n10_itr1_RES,Torque1,10,1,Leraning the residuals,335.1163683159177,0.45126658769877104,13.057151903347915,0.19088722986134932
Torque1_n10_itr1_RATE,Torque1,10,1,Learning the rates,312.0096455192846,0.499988872406225,12.573351182171603,0.24667663992437805
Torque1_n10_itr1_AffineTrans,Torque1,10,1,Proposed method,342.92526406419495,0.5194761313937221,13.036137460654292,0.17203324996665137
Torque1_n10_itr1_AffineTrans2,Torque1,10,1,Proposed method 2,307.66787385048593,0.530242273870924,11.793579807985767,0.257159514634155
Torque1_n10_itr1_AffineTrans3,Torque1,10,1,Proposed method 3,320.3611895625949,0.531858257114129,12.510479258737737,0.22651247733877877
Torque1_n10_itr2_WOTL,Torque1,10,2,Without transfer,260.2110075512679,0.6334415960137858,11.409970593540761,0.3717404786927704
Torque1_n10_itr2_ONLY,Torque1,10,2,Using only source features,439.2382842168697,0.3869077772029675,15.995305801613602,-0.06050715063439216
Torque1_n10_itr2_WITH,Torque1,10,2,With source features,252.20627661231617,0.6567835096686057,11.241533371094222,0.39106728763611665
Torque1_n10_itr2_RES,Torque1,10,2,Leraning the residuals,260.51147672618686,0.6333590648282926,11.415691821651444,0.3710150189138832
Torque1_n10_itr2_RATE,Torque1,10,2,Learning the rates,259.5884791892565,0.6346880710164895,11.386702926143746,0.3732435256791298
Torque1_n10_itr2_AffineTrans,Torque1,10,2,Proposed method,264.3923574275719,0.6291544830018989,11.506302718647301,0.3616449300977048
Torque1_n10_itr2_AffineTrans2,Torque1,10,2,Proposed method 2,252.09702669313972,0.6441993639682361,11.197061910307688,0.39133106318723787
Torque1_n10_itr2_AffineTrans3,Torque1,10,2,Proposed method 3,260.264830130114,0.6341950435171848,11.411739431993423,0.37161052820397444
Torque1_n10_itr3_WOTL,Torque1,10,3,Without transfer,379.3872577137853,0.5305095357506867,14.10760905869638,0.08399856268815298
Torque1_n10_itr3_ONLY,Torque1,10,3,Using only source features,486.12781795561455,0.4491186274202937,17.036175082066624,-0.1737183337363173
Torque1_n10_itr3_WITH,Torque1,10,3,With source features,357.32196694305316,0.5625613211110186,13.634598499298509,0.13727351499544027
Torque1_n10_itr3_RES,Torque1,10,3,Leraning the residuals,379.0390002074541,0.5312889961115295,14.099713058709638,0.08483940372819299
Torque1_n10_itr3_RATE,Torque1,10,3,Learning the rates,377.77512180955586,0.5321340919251529,14.06933940391906,0.08789094118898866
Torque1_n10_itr3_AffineTrans,Torque1,10,3,Proposed method,371.4578993586911,0.5364622127346516,13.93692023286803,0.10314339030834274
Torque1_n10_itr3_AffineTrans2,Torque1,10,3,Proposed method 2,355.3803428712626,0.5507950211856117,13.630707841059586,0.14196141740733725
Torque1_n10_itr3_AffineTrans3,Torque1,10,3,Proposed method 3,379.6009783702807,0.5300062375097425,14.109882535828762,0.08348255055397424
Torque1_n10_itr4_WOTL,Torque1,10,4,Without transfer,348.4366043575625,0.5405067855079249,14.478547302631384,0.1587265415108604
Torque1_n10_itr4_ONLY,Torque1,10,4,Using only source features,488.30498722408043,0.5778194360620765,17.08619054103123,-0.1789749419608626
Torque1_n10_itr4_WITH,Torque1,10,4,With source features,324.66141850591407,0.6185627930359534,13.675895945218222,0.216129904353626
Torque1_n10_itr4_RES,Torque1,10,4,Leraning the residuals,346.14011208481185,0.5453582147361516,14.420465415190325,0.16427124597798326
Torque1_n10_itr4_RATE,Torque1,10,4,Learning the rates,346.46324521619704,0.5444920444354661,14.420948038056341,0.16349106581438066
Torque1_n10_itr4_AffineTrans,Torque1,10,4,Proposed method,353.7598666697781,0.5357887339763377,14.542657979987913,0.14587393291625106
Torque1_n10_itr4_AffineTrans2,Torque1,10,4,Proposed method 2,355.1739094955536,0.532504354806702,14.583491183374349,0.14245983496094217
Torque1_n10_itr4_AffineTrans3,Torque1,10,4,Proposed method 3,348.89193399006257,0.5395233963088729,14.487560853142012,0.15762718303389378
Torque1_n10_itr5_WOTL,Torque1,10,5,Without transfer,380.1359710282496,0.29515389562733907,14.30500558722071,0.08219085181162877
Torque1_n10_itr5_ONLY,Torque1,10,5,Using only source features,360.0085204457038,0.4270672432397745,13.860324409422876,0.1307870376037833
Torque1_n10_itr5_WITH,Torque1,10,5,With source features,357.1885150057938,0.40167537142120924,13.75339130621817,0.13759572446309154
Torque1_n10_itr5_RES,Torque1,10,5,Leraning the residuals,339.5732162656538,0.4548704431659357,13.314280977569425,0.18012651229682197
Torque1_n10_itr5_RATE,Torque1,10,5,Learning the rates,358.9839687787285,0.4373576657757435,13.462491014032883,0.13326073902750812
Torque1_n10_itr5_AffineTrans,Torque1,10,5,Proposed method,431.85936551351364,0.22426005296904802,15.054927110336884,-0.04269131733832343
Torque1_n10_itr5_AffineTrans2,Torque1,10,5,Proposed method 2,445.42352736018984,0.25979082676671905,14.776852228181342,-0.07544094583760064
Torque1_n10_itr5_AffineTrans3,Torque1,10,5,Proposed method 3,379.8126302747961,0.29631580551282216,14.28848344520787,0.08297153326279227
Torque1_n10_itr6_WOTL,Torque1,10,6,Without transfer,689.7758308746181,0.24359642878035354,21.004052261646155,-0.665410842503279
Torque1_n10_itr6_ONLY,Torque1,10,6,Using only source features,293.20134766044254,0.5912989054392362,12.582605917736947,0.29208783263524674
Torque1_n10_itr6_WITH,Torque1,10,6,With source features,425.0652250797672,0.3872076708963483,16.2415123437305,-0.026287386325686946
Torque1_n10_itr6_RES,Torque1,10,6,Leraning the residuals,272.370327278821,0.6189575589852666,12.340553183085335,0.34238273374822203
Torque1_n10_itr6_RATE,Torque1,10,6,Learning the rates,377.90508657189645,0.5586738570857794,14.266263127283732,0.08757715123773613
Torque1_n10_itr6_AffineTrans,Torque1,10,6,Proposed method,268.1995453741935,0.6198275611936426,12.228600098270215,0.35245276678616666
Torque1_n10_itr6_AffineTrans2,Torque1,10,6,Proposed method 2,498.1070839478036,0.3275244446420334,18.063628783256974,-0.20264135274573358
Torque1_n10_itr6_AffineTrans3,Torque1,10,6,Proposed method 3,300.29970364246446,0.5515431121341642,13.223193566065946,0.2749493965125751
Torque1_n10_itr7_WOTL,Torque1,10,7,Without transfer,308.61784408120803,0.5283034181568389,12.549568976375403,0.25486588436837165
Torque1_n10_itr7_ONLY,Torque1,10,7,Using only source features,433.26836382680995,0.4614058750317685,15.571583893142133,-0.04609323570513135
Torque1_n10_itr7_WITH,Torque1,10,7,With source features,301.7151721188756,0.5473642092435009,12.443521564891517,0.27153185643314437
Torque1_n10_itr7_RES,Torque1,10,7,Leraning the residuals,307.94394471008815,0.5307912653746711,12.52750761078902,0.2564929627164143
Torque1_n10_itr7_RATE,Torque1,10,7,Learning the rates,309.254947792834,0.5302197605718217,12.54540022230079,0.2533276463181986
Torque1_n10_itr7_AffineTrans,Torque1,10,7,Proposed method,324.063668466217,0.5152555611076421,12.579502261617503,0.21757312598108725
Torque1_n10_itr7_AffineTrans2,Torque1,10,7,Proposed method 2,413.66006043341594,0.42953162581928794,14.34455945468676,0.0012495090138963105
Torque1_n10_itr7_AffineTrans3,Torque1,10,7,Proposed method 3,308.27193917747303,0.5285404186423014,12.54468980607315,0.2557010452298719
Torque1_n10_itr8_WOTL,Torque1,10,8,Without transfer,302.6108316163386,0.5597354601586311,12.353951598781128,0.2693693552675489
Torque1_n10_itr8_ONLY,Torque1,10,8,Using only source features,430.25975639673646,0.5084317622928664,15.777526695355698,-0.038829183805071166
Torque1_n10_itr8_WITH,Torque1,10,8,With source features,298.4744298032853,0.5648666602655316,12.202609447188788,0.2793563802111083
Torque1_n10_itr8_RES,Torque1,10,8,Leraning the residuals,301.83781009028075,0.5615486397140796,12.332439867920723,0.27123575645669007
Torque1_n10_itr8_RATE,Torque1,10,8,Learning the rates,301.16453790298146,0.5618631441085609,12.311216152740265,0.27286132051749856
Torque1_n10_itr8_AffineTrans,Torque1,10,8,Proposed method,321.04426851546464,0.5438246454508131,12.839851723227897,0.22486323559461308
Torque1_n10_itr8_AffineTrans2,Torque1,10,8,Proposed method 2,323.31553076900536,0.5401447968636918,12.88051936056405,0.21937944707390067
Torque1_n10_itr8_AffineTrans3,Torque1,10,8,Proposed method 3,313.1223200850163,0.5529111042980337,12.6441870668211,0.24399017252003674
Torque1_n10_itr9_WOTL,Torque1,10,9,Without transfer,368.44728171321754,0.40954622916394245,13.921760703096298,0.11041229571931643
Torque1_n10_itr9_ONLY,Torque1,10,9,Using only source features,373.27610326761743,0.3300857221244593,14.248727189887864,0.0987534764141893
Torque1_n10_itr9_WITH,Torque1,10,9,With source features,357.5379375834598,0.4508943509296488,13.629757331734307,0.13675207044766668
Torque1_n10_itr9_RES,Torque1,10,9,Leraning the residuals,368.74980309903407,0.3426412259366347,14.095606947974678,0.10968188103460774
Torque1_n10_itr9_RATE,Torque1,10,9,Learning the rates,370.7839411782248,0.3306079585801477,14.18972907222448,0.10477061064704207
Torque1_n10_itr9_AffineTrans,Torque1,10,9,Proposed method,365.3317973780125,0.36742684021800526,13.986399560803074,0.11793439371008063
Torque1_n10_itr9_AffineTrans2,Torque1,10,9,Proposed method 2,456.3006423235063,0.18823455119028373,16.46798445283935,-0.10170290571533736
Torque1_n10_itr9_AffineTrans3,Torque1,10,9,Proposed method 3,355.6515269233933,0.38754839009534786,13.721882383986292,0.14130666431145122
Torque1_n10_itr10_WOTL,Torque1,10,10,Without transfer,321.3086071387376,0.4795560805047757,12.326778719150695,0.22422501026170605
Torque1_n10_itr10_ONLY,Torque1,10,10,Using only source features,348.92894215015866,0.40450604814054286,13.527719329418336,0.1575378296696175
Torque1_n10_itr10_WITH,Torque1,10,10,With source features,311.2855669871811,0.5050301451828162,12.137557855191986,0.2484248720082134
Torque1_n10_itr10_RES,Torque1,10,10,Leraning the residuals,333.1136553453288,0.450883072096869,13.085263004939424,0.1957226267342893
Torque1_n10_itr10_RATE,Torque1,10,10,Learning the rates,405.3623707417137,0.3711496339887343,14.753802156117668,0.021283644397802615
Torque1_n10_itr10_AffineTrans,Torque1,10,10,Proposed method,307.3379499564875,0.5169244130031629,11.981027820364185,0.25795609057328184
Torque1_n10_itr10_AffineTrans2,Torque1,10,10,Proposed method 2,310.2213661122522,0.5065798340074628,12.073878764591454,0.25099430340371576
Torque1_n10_itr10_AffineTrans3,Torque1,10,10,Proposed method 3,315.2793435379119,0.49556833970154107,12.178365475170597,0.23878220482213808
Torque1_n10_itr11_WOTL,Torque1,10,11,Without transfer,418.4006336381917,0.3980889443896903,15.464171341836725,-0.01019624141911546
Torque1_n10_itr11_ONLY,Torque1,10,11,Using only source features,417.97966561010884,0.49183598050861965,15.457339516850306,-0.009179846400711345
Torque1_n10_itr11_WITH,Torque1,10,11,With source features,418.2474665360305,0.5045868781807112,15.461404272653608,-0.009826431197828445
Torque1_n10_itr11_RES,Torque1,10,11,Leraning the residuals,417.0765365080209,0.589763919790582,15.437071794175118,-0.006999310447617368
Torque1_n10_itr11_RATE,Torque1,10,11,Learning the rates,416.67404725743063,0.5903555352642224,15.42587386988416,-0.006027531020271759
Torque1_n10_itr11_AffineTrans,Torque1,10,11,Proposed method,314.5690262905362,0.5052845368445456,12.931981045235135,0.2404972113393955
Torque1_n10_itr11_AffineTrans2,Torque1,10,11,Proposed method 2,374.5780792264834,0.3600495834135053,14.226516788929452,0.09560995531426231
Torque1_n10_itr11_AffineTrans3,Torque1,10,11,Proposed method 3,399.9692816496979,0.5846383469796873,15.06940626284429,0.03430484439699755
Torque1_n10_itr12_WOTL,Torque1,10,12,Without transfer,336.00174942172725,0.4384721843297125,12.791524179493576,0.18874954508411812
Torque1_n10_itr12_ONLY,Torque1,10,12,Using only source features,360.5243585229952,0.4342404693800163,13.85556485870546,0.12954158612745692
Torque1_n10_itr12_WITH,Torque1,10,12,With source features,314.3219862923316,0.4930228085466768,12.380853466123195,0.24109367046876262
Torque1_n10_itr12_RES,Torque1,10,12,Leraning the residuals,360.5199509829068,0.43440872760831084,13.85491680720788,0.12955222779497189
Torque1_n10_itr12_RATE,Torque1,10,12,Learning the rates,343.661860411823,0.5327467582896268,13.432916592001204,0.170254794577264
Torque1_n10_itr12_AffineTrans,Torque1,10,12,Proposed method,326.46325893165766,0.48921691678409507,12.972464367162095,0.21177949883464875
